legId,searchDate,flightDate,startingAirport,destinationAirport,elapsedDays,isBasicEconomy,isRefundable,isNonStop,baseFare,totalFare,seatsRemaining,totalTravelDistance,segmentsAirlineCode,segmentsCabinCode
1464d32699b984ee2c8bfb9c0b49e000,2022-04-16,2022-04-20,ORD,DEN,0,False,False,False,683.09,757.92,1,1364.0,9K||9K||DL||DL,coach||coach||coach||coach
16153dedd11ace1058793dfceb3f8001,2022-04-16,2022-04-20,PHL,LAX,0,False,False,False,367.44,418.6,3,2512.0,DL||DL,coach||coach
3d51b352f7c57e39b2acfd60cee36002,2022-04-16,2022-04-20,PHL,SFO,0,False,False,False,305.12,351.6,4,2519.0,UA||UA,coach||coach
fbe0389dbf69bf6e456f2638e0f30000,2022-04-16,2022-04-20,SFO,CLT,0,False,False,False,469.77,528.6,1,2439.0,UA||UA,coach||coach
facf2ffdf6da04dc59d6f1c0c4827000,2022-04-16,2022-04-20,SFO,LGA,0,False,False,False,208.37,247.6,1,2567.0,UA||UA,coach||coach
79b391b16da8c6e91583092534888000,2022-04-16,2022-04-21,BOS,LAX,0,False,False,False,274.42,318.6,4,2643.0,UA||UA,coach||coach
53240f7797cf921acedba52e0900b001,2022-04-16,2022-04-21,CLT,DEN,0,False,False,False,189.77,226.1,7,1580.0,AA||AA,coach||coach
6575975eb7d4539efc9e8b358c2c7000,2022-04-16,2022-04-21,EWR,MIA,0,False,False,True,96.74,118.6,7,1104.0,B6,coach
c25b67e4ffc69e7c956dd4a055578002,2022-04-16,2022-04-21,JFK,MIA,0,False,False,False,464.19,532.7,9,1514.0,DL||UA||UA,coach||coach||coach
f17c128961da3b646aa0aeb207dac000,2022-04-16,2022-04-21,LAX,EWR,1,False,False,False,391.63,450.2,1,2917.0,UA||UA,coach||coach
7f02276ef6705a3323e13fdafcec3000,2022-04-16,2022-04-21,LGA,DEN,0,False,False,False,115.35,147.6,7,1623.0,AA||AA,coach||coach
7fdfe7355154cf99357f91744ebf0001,2022-04-16,2022-04-21,ORD,DFW,0,False,False,True,202.79,232.6,9,799.0,UA,coach
41d0d98262f244acab32c9dddf0c7001,2022-04-16,2022-04-21,ORD,SFO,0,False,False,True,378.6,421.6,3,1847.0,UA,coach
741b88ffa23338b0bade9b2a8a676001,2022-04-16,2022-04-22,BOS,LAX,0,False,False,False,274.42,318.6,9,2643.0,UA||UA,coach||coach
9564d281b5a51548656a5086013eb001,2022-04-16,2022-04-22,CLT,DTW,0,False,False,True,403.72,447.1,7,505.0,AA,coach
ccb40bbc5873078faecae7e64da14000,2022-04-16,2022-04-22,DFW,LGA,0,False,False,True,226.98,258.6,2,1380.0,AA,coach
a1296befe85f583287a35b1dd6ef5002,2022-04-16,2022-04-22,LGA,SFO,0,False,False,False,403.72,457.6,3,2848.0,AA||AA,coach||coach
e2aa5a9262fd927d30d470ab5c6b5001,2022-04-16,2022-04-22,ORD,EWR,0,False,False,True,264.19,298.6,2,720.0,UA,coach
e499cee9d6d176634857c62a00287002,2022-04-16,2022-04-22,ORD,SFO,0,False,False,True,293.02,329.6,1,1847.0,AA,coach
0350e58fa74bef51641223627ed15001,2022-04-16,2022-04-22,PHL,BOS,1,False,False,False,331.0,438.58,0,,NK||NK,coach||coach
ce3bbe9fadd9bbd9a35e808cbd883002,2022-04-16,2022-04-22,PHL,CLT,0,False,False,False,190.7,228.6,2,1264.0,UA||UA,coach||coach
d6fd0892b92bbbd59909bbffbf460000,2022-04-16,2022-04-22,SFO,EWR,1,False,False,False,694.88,770.6,4,2897.0,DL||DL,coach||coach
641809cd87c5c7516d1856990246f002,2022-04-16,2022-04-23,CLT,ORD,0,False,False,True,157.21,182.1,7,592.0,AA,coach
48e8d3aa3877ed45d12323a2a701f001,2022-04-16,2022-04-23,DEN,MIA,0,False,False,False,338.61,393.21,6,1803.0,DL||DL,coach||coach
24e0aaf6ce74c0a71e7aed7de3426000,2022-04-16,2022-04-23,PHL,LGA,0,False,False,False,285.58,330.6,7,1392.0,AA||AA,coach||coach
f2ef86a2262767744b4a085b7d9d1000,2022-04-16,2022-04-24,CLT,DFW,0,False,False,False,285.0,391.08,0,,NK||NK,coach||coach
713de9c85a6d2a80a81ff04a9b167001,2022-04-16,2022-04-24,MIA,IAD,0,False,False,False,561.86,626.1,7,979.0,AA||AA,coach||coach
ef32d8ded622e6171c0162410e9e6001,2022-04-16,2022-04-24,MIA,ORD,0,False,False,True,515.35,568.6,1,1192.0,UA,coach
cf958b54b1c21b9a79d299bf64019000,2022-04-16,2022-04-25,BOS,ORD,0,True,False,False,96.74,127.6,9,905.0,DL||DL,coach||coach
94765dc1111528b4a2839846e44b5000,2022-04-16,2022-04-25,CLT,SFO,0,False,False,False,485.58,544.1,2,2439.0,UA||AS,coach||coach
9b90a2c3ca86b3db0174e1128e054000,2022-04-16,2022-04-25,EWR,ATL,0,True,False,True,82.79,103.6,9,762.0,UA,coach
2d1d091e27f9ab8c990a81eeef031002,2022-04-16,2022-04-25,OAK,IAD,1,False,False,False,571.16,642.1,2,3136.0,AS||AS||UA,coach||coach||coach
ec5a0348b41a6b47bd78621674582000,2022-04-16,2022-04-26,BOS,ATL,0,True,False,True,124.65,148.6,9,947.0,DL,coach
ba3515bee2968471427614ecc55a6000,2022-04-16,2022-04-26,CLT,IAD,0,False,False,False,123.73,159.61,5,1136.0,UA||UA||UA,coach||coach||coach
c243e33794b5d13406099391fcc67001,2022-04-16,2022-04-26,CLT,OAK,0,False,False,False,501.39,565.59,1,2877.0,UA||AS||AS,coach||coach||coach
d9a85f6253bd13cab82319d06467e001,2022-04-16,2022-04-26,DFW,ORD,0,False,False,False,698.55,783.54,1,1051.0,AA||9K||9K||AA,coach||coach||coach||coach
d979688baf4ae2ccf9f75ffa49e12001,2022-04-16,2022-04-26,EWR,ATL,0,True,False,True,82.79,103.6,9,762.0,UA,coach
fd3c52e6d341994a9f8e2c4a80c62002,2022-04-16,2022-04-26,EWR,DEN,0,False,False,True,208.37,238.6,4,1621.0,UA,coach
e593bfbd922af048870d5a77b75fe001,2022-04-16,2022-04-26,IAD,BOS,0,False,False,True,115.35,138.6,6,406.0,UA,coach
f6038fc2769bdb170e970dbb6773b002,2022-04-16,2022-04-26,LGA,DEN,0,False,False,True,115.35,138.6,7,1621.0,B6,coach
c9e20960fe4e7c6555ffaef0a505b000,2022-04-16,2022-04-26,LGA,DFW,0,False,False,False,73.49,102.6,7,1398.0,AA||AA,coach||coach
f8b4c49dc337ca4a221227164b416002,2022-04-17,2022-04-18,BOS,MIA,0,False,False,False,374.88,426.6,1,1289.0,UA||UA,coach||coach
445eb808b9ea7f33a96237398b84e000,2022-04-17,2022-04-18,BOS,PHL,0,False,False,False,407.44,467.2,1,282.0,UA||UA,coach||coach
a91e0acde63f29b2f57bc1246f3b9001,2022-04-17,2022-04-18,JFK,DFW,0,False,False,False,387.91,440.6,1,1507.0,AA||AA,coach||coach
22d5f4db31f497fe11ab603a66d7a000,2022-04-17,2022-04-18,LAX,IAD,0,False,False,True,459.53,508.6,7,2295.0,AS,coach
f5f0c51545cd2dcee08884bd05281001,2022-04-17,2022-04-19,CLT,MIA,0,False,False,True,200.0,228.1,7,652.0,AA,coach
a457e2b7d25ff702d3442bfe63561001,2022-04-17,2022-04-19,DTW,BOS,0,False,False,False,143.26,177.61,1,1102.0,UA||UA,coach||coach
609bf9f02eff79c2af2c512246266000,2022-04-17,2022-04-19,EWR,LAX,0,False,False,False,264.38,371.96,0,,NK||NK,coach||coach
01f52bd09a3c77939320ff5628bff001,2022-04-17,2022-04-19,JFK,LAX,0,True,False,False,278.14,322.6,9,2544.0,DL||DL,coach||coach
27a0aed7a83b2e2fcc7da7aa44de1001,2022-04-17,2022-04-19,LAX,DFW,0,False,False,False,252.09,294.6,3,1270.0,AA||AA,coach||coach
3d37bd03298675cc8967fd03fcef9000,2022-04-17,2022-04-19,MIA,OAK,0,False,False,False,581.4,653.11,2,2684.0,UA||UA||DL,coach||coach||coach
3b2db1c6248e50acd1a172a2b7b0a000,2022-04-17,2022-04-20,CLT,JFK,0,False,False,False,164.65,199.1,7,547.0,AA||AA,coach||coach
7cc5747f600780da30b909da2e8c7002,2022-04-17,2022-04-20,DEN,ATL,0,False,False,False,252.09,293.1,7,1574.0,AA||AA,coach||coach
9f80cd9b55a1a438c17f4867c1f24002,2022-04-17,2022-04-20,JFK,LAX,1,False,False,False,319.07,372.2,2,2905.0,AS||AS,coach||coach
986c75e9efe9bbf64234aadb81aa1001,2022-04-17,2022-04-20,LAX,EWR,1,False,False,False,694.88,770.6,9,2470.0,DL||DL,coach||coach
3d260ff7fc4cfeaf85f15b2dd2bb6001,2022-04-17,2022-04-20,LGA,MIA,0,False,False,False,73.49,101.1,7,1197.0,AA||AA,coach||coach
26218a927ea3f3b425470494dc496000,2022-04-17,2022-04-20,MIA,DFW,0,False,False,True,252.09,285.6,7,1115.0,AA,coach
1ce31bb2a8c61bce1a0a8963b7ef5000,2022-04-17,2022-04-20,ORD,ATL,1,False,False,True,117.21,140.6,5,600.0,UA,coach
85658399e0160cde1a7719998f98e002,2022-04-17,2022-04-20,ORD,DEN,0,False,False,True,202.79,232.6,9,903.0,UA,coach
1464d32699b984ee2c8bfb9c0b49e000,2022-04-17,2022-04-20,ORD,DEN,0,False,False,False,683.09,757.92,1,1364.0,9K||9K||DL||DL,coach||coach||coach||coach
16153dedd11ace1058793dfceb3f8001,2022-04-17,2022-04-20,PHL,LAX,0,False,False,False,367.44,418.6,3,2512.0,DL||DL,coach||coach
3d51b352f7c57e39b2acfd60cee36002,2022-04-17,2022-04-20,PHL,SFO,0,False,False,False,305.12,351.6,3,2519.0,UA||UA,coach||coach
fbe0389dbf69bf6e456f2638e0f30000,2022-04-17,2022-04-20,SFO,CLT,0,False,False,False,469.77,528.6,1,2439.0,UA||UA,coach||coach
facf2ffdf6da04dc59d6f1c0c4827000,2022-04-17,2022-04-20,SFO,LGA,0,False,False,False,208.37,247.6,1,2567.0,UA||UA,coach||coach
79b391b16da8c6e91583092534888000,2022-04-17,2022-04-21,BOS,LAX,0,False,False,False,274.42,318.6,4,2643.0,UA||UA,coach||coach
53240f7797cf921acedba52e0900b001,2022-04-17,2022-04-21,CLT,DEN,0,False,False,False,189.77,226.1,7,1580.0,AA||AA,coach||coach
6575975eb7d4539efc9e8b358c2c7000,2022-04-17,2022-04-21,EWR,MIA,0,False,False,True,96.74,118.6,7,1104.0,B6,coach
c25b67e4ffc69e7c956dd4a055578002,2022-04-17,2022-04-21,JFK,MIA,0,False,False,False,464.19,532.7,9,1514.0,DL||UA||UA,coach||coach||coach
f17c128961da3b646aa0aeb207dac000,2022-04-17,2022-04-21,LAX,EWR,1,False,False,False,391.63,450.2,1,2917.0,UA||UA,coach||coach
7f02276ef6705a3323e13fdafcec3000,2022-04-17,2022-04-21,LGA,DEN,0,False,False,False,115.35,147.6,7,1623.0,AA||AA,coach||coach
7fdfe7355154cf99357f91744ebf0001,2022-04-17,2022-04-21,ORD,DFW,0,False,False,True,202.79,232.6,9,799.0,UA,coach
41d0d98262f244acab32c9dddf0c7001,2022-04-17,2022-04-21,ORD,SFO,0,False,False,True,378.6,421.6,3,1847.0,UA,coach
741b88ffa23338b0bade9b2a8a676001,2022-04-17,2022-04-22,BOS,LAX,0,False,False,False,274.42,318.6,9,2643.0,UA||UA,coach||coach
9564d281b5a51548656a5086013eb001,2022-04-17,2022-04-22,CLT,DTW,0,False,False,True,403.72,447.1,7,505.0,AA,coach
ccb40bbc5873078faecae7e64da14000,2022-04-17,2022-04-22,DFW,LGA,0,False,False,True,226.98,258.6,2,1380.0,AA,coach
a1296befe85f583287a35b1dd6ef5002,2022-04-17,2022-04-22,LGA,SFO,0,False,False,False,403.72,457.6,3,2848.0,AA||AA,coach||coach
e2aa5a9262fd927d30d470ab5c6b5001,2022-04-17,2022-04-22,ORD,EWR,0,False,False,True,264.19,298.6,2,720.0,UA,coach
e499cee9d6d176634857c62a00287002,2022-04-17,2022-04-22,ORD,SFO,0,False,False,True,293.02,329.6,1,1847.0,AA,coach
0350e58fa74bef51641223627ed15001,2022-04-17,2022-04-22,PHL,BOS,1,False,False,False,331.0,438.58,0,,NK||NK,coach||coach
ce3bbe9fadd9bbd9a35e808cbd883002,2022-04-17,2022-04-22,PHL,CLT,0,False,False,False,190.7,228.6,2,1264.0,UA||UA,coach||coach
d6fd0892b92bbbd59909bbffbf460000,2022-04-17,2022-04-22,SFO,EWR,1,False,False,False,694.88,770.6,4,2897.0,DL||DL,coach||coach
641809cd87c5c7516d1856990246f002,2022-04-17,2022-04-23,CLT,ORD,0,False,False,True,157.21,182.1,7,592.0,AA,coach
48e8d3aa3877ed45d12323a2a701f001,2022-04-17,2022-04-23,DEN,MIA,0,False,False,False,309.77,362.2,3,1803.0,DL||DL,coach||coach
24e0aaf6ce74c0a71e7aed7de3426000,2022-04-17,2022-04-23,PHL,LGA,0,False,False,False,285.58,330.6,7,1392.0,AA||AA,coach||coach
f2ef86a2262767744b4a085b7d9d1000,2022-04-17,2022-04-24,CLT,DFW,0,False,False,False,285.0,391.08,0,,NK||NK,coach||coach
5e22bb39aed46d948471034189ab7002,2022-04-17,2022-04-24,EWR,PHL,0,False,False,False,556.29,627.21,1,1429.0,DL||DL,coach||coach
713de9c85a6d2a80a81ff04a9b167001,2022-04-17,2022-04-24,MIA,IAD,0,False,False,False,561.86,626.1,7,979.0,AA||AA,coach||coach
ef32d8ded622e6171c0162410e9e6001,2022-04-17,2022-04-24,MIA,ORD,0,False,False,True,515.35,568.6,1,1192.0,UA,coach
cf958b54b1c21b9a79d299bf64019000,2022-04-17,2022-04-25,BOS,ORD,0,True,False,False,50.23,77.6,9,905.0,DL||DL,coach||coach
94765dc1111528b4a2839846e44b5000,2022-04-17,2022-04-25,CLT,SFO,0,False,False,False,485.58,544.1,2,2439.0,UA||AS,coach||coach
9b90a2c3ca86b3db0174e1128e054000,2022-04-17,2022-04-25,EWR,ATL,0,True,False,True,82.79,103.6,9,762.0,UA,coach
2d1d091e27f9ab8c990a81eeef031002,2022-04-17,2022-04-25,OAK,IAD,1,False,False,False,571.16,642.1,2,3136.0,AS||AS||UA,coach||coach||coach
ec5a0348b41a6b47bd78621674582000,2022-04-17,2022-04-26,BOS,ATL,0,True,False,True,124.65,148.6,9,947.0,DL,coach
ba3515bee2968471427614ecc55a6000,2022-04-17,2022-04-26,CLT,IAD,0,False,False,False,123.73,159.61,5,1136.0,UA||UA||UA,coach||coach||coach
c243e33794b5d13406099391fcc67001,2022-04-17,2022-04-26,CLT,OAK,0,False,False,False,501.39,565.59,1,2877.0,UA||AS||AS,coach||coach||coach
d9a85f6253bd13cab82319d06467e001,2022-04-17,2022-04-26,DFW,ORD,0,False,False,False,698.55,783.54,1,1051.0,AA||9K||9K||AA,coach||coach||coach||coach
d979688baf4ae2ccf9f75ffa49e12001,2022-04-17,2022-04-26,EWR,ATL,0,True,False,True,82.79,103.6,9,762.0,UA,coach
fd3c52e6d341994a9f8e2c4a80c62002,2022-04-17,2022-04-26,EWR,DEN,0,False,False,True,208.37,238.6,4,1621.0,UA,coach
e593bfbd922af048870d5a77b75fe001,2022-04-17,2022-04-26,IAD,BOS,0,False,False,True,115.35,138.6,6,406.0,UA,coach
f6038fc2769bdb170e970dbb6773b002,2022-04-17,2022-04-26,LGA,DEN,0,False,False,True,115.35,138.6,7,1621.0,B6,coach
c9e20960fe4e7c6555ffaef0a505b000,2022-04-17,2022-04-26,LGA,DFW,0,False,False,False,73.49,102.6,7,1398.0,AA||AA,coach||coach
660fd61c4b7291b1c0f16c9fc81c1001,2022-04-17,2022-04-27,ATL,ORD,0,False,False,True,347.91,388.6,9,600.0,UA,coach
1639e4dde87d6ba0ed6acd207c71b001,2022-04-17,2022-04-27,ATL,SFO,0,False,False,False,407.44,461.6,1,2332.0,UA||UA,coach||coach
20688a5855932d60a12c531644f19002,2022-04-17,2022-04-27,BOS,LAX,0,False,False,False,184.19,221.6,9,2590.0,UA||UA,coach||coach
c5a32141460a43eccc566db1ee85a002,2022-04-17,2022-04-27,CLT,LGA,0,False,False,True,264.19,297.1,7,545.0,B6,coach
6b5e0c694c67f8aeac2986e08788a002,2022-04-17,2022-04-27,DEN,SFO,0,False,False,False,261.4,304.61,3,1187.0,AA||AA,coach||coach
d2e509daa3ea825fda5ebc2e38520002,2022-04-17,2022-04-27,DTW,MIA,0,False,False,False,106.05,137.6,7,1589.0,AA||AA,coach||coach
7bb484f17d104edfa28f96f00ea06002,2022-04-17,2022-04-27,EWR,DTW,0,False,False,False,253.1,298.68,0,,NK||NK,coach||coach
4dcfc7cadb9a0b06686aea6561011002,2022-04-17,2022-04-27,EWR,SFO,0,True,False,False,110.7,142.6,9,2647.0,UA||UA,coach||coach
4be38c490d44f48423c261bd0bd83000,2022-04-17,2022-04-27,JFK,ORD,0,False,False,False,398.14,457.2,9,1047.0,DL||UA,coach||coach
8c50d707a738b8234c316302fc97f001,2022-04-17,2022-04-27,LAX,ATL,1,False,False,False,195.72,239.6,4,2034.0,F9||F9,coach||coach
46bdbfc2722bb28a04c6620aab44f001,2022-04-17,2022-04-27,LAX,DFW,0,False,False,False,71.2,140.78,0,,NK||NK,coach||coach
f145b242e2415c5f0b6cd16c2e3bd001,2022-04-17,2022-04-27,LGA,SFO,0,False,False,False,238.14,279.6,4,2567.0,UA||UA,coach||coach
bb0e78224199cc40c6d6e373ce6c1001,2022-04-17,2022-04-27,LGA,SFO,0,False,False,False,453.96,517.21,4,2567.0,UA||AS,coach||coach
543c9551234eed98d5d0562480227002,2022-04-17,2022-04-27,SFO,LGA,1,False,False,False,380.46,438.2,7,2883.0,B6||B6,coach||coach
7b5de26739364a73659c47bf6ad0f000,2022-04-17,2022-04-28,CLT,SFO,0,False,False,False,407.45,460.11,7,3111.0,DL||AS,coach||coach
a098db89f6d5525645d7247193f89002,2022-04-17,2022-04-28,EWR,PHL,0,False,False,False,385.11,437.59,5,1392.0,AA||AA,coach||coach
14feac33c6038ef8acb37da4af89c002,2022-04-17,2022-04-28,IAD,LGA,0,False,False,False,502.33,562.11,7,872.0,AA||AA,coach||coach
1d9f9c889a137919c8f354ca5408a000,2022-04-17,2022-04-29,BOS,EWR,0,False,False,False,318.13,369.69,7,1273.0,AA||AA,coach||coach
f6957751f480d972385172ebe6dc6000,2022-04-17,2022-04-29,CLT,LGA,0,False,False,True,264.19,297.1,7,545.0,B6,coach
29f400e5b47e5ef83eb8f92adbdda000,2022-04-17,2022-04-29,CLT,SFO,0,False,False,False,300.47,345.11,7,3111.0,B6||B6,coach||coach
fb80afdc167eed80a5cb892308ab9001,2022-04-17,2022-04-29,DFW,MIA,1,False,False,False,190.7,234.2,7,1289.0,AA||AA,coach||coach
b6ab4c5593d30a723ad59b2951477000,2022-04-17,2022-04-29,DTW,CLT,0,False,False,False,274.42,318.6,2,1030.0,UA||UA,coach||coach
d352a6ae88334b940ddf59159b78a002,2022-04-17,2022-04-29,LAX,DTW,1,False,False,False,122.0,229.58,0,,NK||NK,coach||coach
7d2a2b3ae2bc28b69f58eef4d6169002,2022-04-17,2022-04-29,MIA,EWR,1,False,False,False,92.0,199.58,0,,NK||NK,coach||coach
147f9a4af412e76d3405f3a0a0649002,2022-04-17,2022-04-29,ORD,OAK,0,False,False,False,155.1,200.68,0,,NK||NK,coach||coach
9d810c194d076d5d350264416d771002,2022-04-17,2022-04-29,ORD,SFO,0,False,False,False,293.02,338.6,3,1850.0,DL||DL,coach||coach
52692ae79b7184fec66e1b8092534002,2022-04-17,2022-04-30,LAX,EWR,1,False,False,False,579.53,652.2,9,2705.0,DL||DL,coach||coach
0f91230e6bdfb4e8578e982a6662f002,2022-04-17,2022-04-30,SFO,CLT,0,False,False,False,393.49,446.6,2,2300.0,UA||UA,coach||coach
306e81287772c685846d58f786095000,2022-04-17,2022-05-01,ATL,BOS,0,False,False,False,204.0,311.58,0,,NK||NK,coach||coach
8c0d7003c62d73c6d87f7eb7d0654002,2022-04-17,2022-05-01,ATL,LAX,1,False,False,False,323.72,381.7,3,2144.0,AA||AA||AA,coach||coach||coach
9a5853df0da8aa3ac3dfc65589c76002,2022-04-17,2022-05-01,BOS,PHL,0,False,False,True,115.35,138.6,3,280.0,AA,coach
36332b01ff628f4f0d0d54b3ecca0001,2022-04-17,2022-05-01,DEN,EWR,0,False,False,False,413.02,466.1,6,1891.0,AA||AA,coach||coach
a8d9cac57f3c84fcade5ebcbe0de7001,2022-04-17,2022-05-01,DEN,LGA,0,False,False,False,208.37,247.6,7,1623.0,AA||AA,coach||coach
7805dafa32d0925b91a8066a7ec5f001,2022-04-17,2022-05-01,DTW,LGA,0,False,False,False,294.0,401.58,0,,NK||NK,coach||coach
d45049d4fc15314687f5f63c4fcc3002,2022-04-17,2022-05-01,EWR,DTW,0,False,False,False,253.2,322.78,0,,NK||NK,coach||coach
314e4d8b77d3b399134e6443d3a1b002,2022-04-17,2022-05-01,LAX,LGA,1,False,False,False,330.23,378.6,6,2779.0,UA||UA,coach||coach
f3427a56f3fc3487847da7e92c474001,2022-04-17,2022-05-01,OAK,LGA,1,False,False,False,683.72,763.1,9,2937.0,DL||DL||DL,coach||coach||coach
25f2fc0b60fa03ce08d3e70463fba001,2022-04-17,2022-05-01,ORD,DFW,0,False,False,False,239.0,346.58,0,,NK||NK,coach||coach
17316c06b95db33b04797b9e5ba4e000,2022-04-17,2022-05-01,PHL,MIA,0,False,False,True,155.35,181.6,4,1016.0,AA,coach
9237684253e8a2400a9c24a21c63f002,2022-04-17,2022-05-01,SFO,JFK,0,False,False,True,347.91,388.6,1,2566.0,DL,coach
2e2c2fde2a18194b6d0e9fe4cc347001,2022-04-17,2022-05-02,CLT,DTW,0,False,False,True,217.67,247.1,4,505.0,DL,coach
b4697e0f957e5ed55c3f208925c5a002,2022-04-17,2022-05-02,OAK,LGA,1,False,False,False,467.91,536.7,7,3147.0,AS||UA||UA,coach||coach||coach
6d6c252d413fe1a2564533ce508dc001,2022-04-17,2022-05-02,ORD,DFW,0,False,False,False,239.0,346.58,0,,NK||NK,coach||coach
9aebfba56997921b3e5c27bc50f95001,2022-04-17,2022-05-02,PHL,LAX,0,False,False,False,110.1,155.68,0,,NK||NK,coach||coach
7fa6c71eaec0b81e6b6385e3c49a2000,2022-04-17,2022-05-03,DFW,LGA,0,True,False,False,110.7,142.6,9,1487.0,DL||DL,coach||coach
bf23c1e7d346f14afb009516e2257001,2022-04-17,2022-05-03,DTW,BOS,0,True,False,True,101.4,123.61,9,622.0,DL,coach
31af19d731412b5986932c8949b73002,2022-04-17,2022-05-03,DTW,LAX,0,False,False,True,264.19,298.6,9,1985.0,DL,coach
e21f363298a28eaf8caefdc459495000,2022-04-17,2022-05-03,DTW,LGA,0,False,False,True,78.14,98.6,7,485.0,B6,coach
206398d2047cad943eb4b3f82fc9e000,2022-04-17,2022-05-03,EWR,DEN,0,False,False,False,129.3,162.6,3,1623.0,UA||UA,coach||coach
4b0b44c8165f165f6369e89b0996f001,2022-04-17,2022-05-03,EWR,OAK,0,False,False,False,466.05,529.1,7,3310.0,UA||AS||AS,coach||coach||coach
0bb67cdf1aace26ec72f8adc11f37001,2022-04-17,2022-05-03,JFK,LAX,0,False,False,True,240.0,272.6,5,2458.0,AA,coach
fd42cc01e9cf21431e51ab1db7316001,2022-04-17,2022-05-03,PHL,DFW,0,False,False,False,143.26,177.61,2,1304.0,AA||AA,coach||coach
74b0272435fa9d974e8d044cbb247001,2022-04-17,2022-05-03,SFO,MIA,1,False,False,False,270.15,314.01,4,2670.0,F9||F9,coach||coach
65f5968c12cca3eb07376629324be001,2022-04-17,2022-05-04,ATL,BOS,0,False,False,False,357.21,407.6,9,947.0,DL||DL,coach||coach
75fc18e2f9b84c71000f84d4e8f02000,2022-04-17,2022-05-04,BOS,SFO,1,True,False,False,286.52,336.11,9,2832.0,UA||UA||UA,coach||coach||coach
