searchDate,flightDate,startingAirport,destinationAirport,totalFare,isNonStop,seatsRemaining,totalTravelDistance,isBasicEconomy,days_before_departure,departure_day_of_week,departure_month,search_day_of_week
2022-07-19,2022-08-05,CLT,LAX,2666.1,true,1,2121.0,false,17,5,8,2
2022-04-30,2022-05-01,CLT,DFW,243.1,true,1,930.0,false,1,0,5,6
2022-07-27,2022-09-14,DFW,BOS,1344.6,false,7,1565.0,false,49,3,9,3
2022-09-24,2022-11-09,ORD,ATL,111.6,false,9,1482.0,true,46,3,11,6
2022-05-04,2022-06-04,LAX,DEN,203.61,true,9,848.0,false,31,6,6,3
2022-09-16,2022-10-02,BOS,JFK,108.6,true,7,185.0,false,16,0,10,5
2022-07-09,2022-07-12,LAX,ATL,351.6,false,3,1918.0,false,3,2,7,6
2022-09-23,2022-10-11,BOS,LGA,102.6,false,9,627.0,true,18,2,10,5
2022-09-21,2022-10-08,DTW,JFK,689.7,false,9,1055.0,false,17,6,10,3
2022-05-12,2022-07-08,CLT,MIA,321.7,false,9,1649.0,true,57,5,7,4
2022-06-10,2022-07-05,PHL,OAK,627.1,false,4,3050.0,false,25,2,7,5
2022-05-22,2022-07-19,ATL,OAK,381.07,false,0,2412.0,false,58,2,7,0
2022-10-05,2022-10-23,DEN,LGA,277.6,false,5,1634.0,false,18,0,10,3
2022-06-27,2022-07-08,LAX,SFO,490.6,false,0,339.0,false,11,5,7,1
2022-10-03,2022-10-12,CLT,LAX,388.11,false,4,2299.0,false,9,3,10,1
2022-06-16,2022-07-17,LGA,ORD,212.6,true,7,720.0,false,31,0,7,4
2022-06-01,2022-06-19,PHL,LGA,181.6,false,7,465.0,false,18,0,6,3
2022-06-03,2022-06-22,OAK,PHL,857.1,false,9,2755.0,false,19,3,6,5
2022-09-26,2022-10-25,LGA,DFW,137.6,false,7,1430.0,true,29,2,10,1
2022-07-05,2022-08-04,PHL,DTW,857.21,false,7,912.0,false,30,4,8,2
2022-08-11,2022-09-30,DTW,DEN,206.1,false,7,1851.0,true,50,5,9,4
2022-08-03,2022-09-05,BOS,SFO,329.6,true,3,2698.0,false,33,1,9,3
2022-08-10,2022-08-14,LAX,OAK,278.6,true,2,338.0,false,4,0,8,3
2022-07-13,2022-09-06,LAX,OAK,436.1,false,1,1432.0,false,55,2,9,3
2022-10-03,2022-11-18,DEN,LGA,587.09,false,9,1687.0,false,46,5,11,1
2022-09-01,2022-10-07,OAK,JFK,1485.7,false,7,3919.0,false,36,5,10,4
2022-09-16,2022-11-06,LAX,IAD,417.6,false,7,2370.0,false,51,0,11,5
2022-04-19,2022-05-20,CLT,PHL,82.48,true,4,449.0,false,31,5,5,2
2022-09-13,2022-10-02,ATL,PHL,366.1,false,7,677.0,false,19,0,10,2
2022-08-27,2022-09-22,JFK,BOS,88.6,true,4,185.0,false,26,4,9,6
2022-07-23,2022-09-03,PHL,MIA,171.6,false,1,1050.0,false,42,6,9,6
2022-09-06,2022-09-29,ORD,SFO,436.59,false,9,2402.0,false,23,4,9,2
2022-04-26,2022-05-28,DFW,DTW,367.6,false,7,1039.0,false,32,6,5,2
2022-09-14,2022-10-31,OAK,CLT,802.69,false,7,3471.0,false,47,1,10,3
2022-07-15,2022-08-14,ATL,BOS,247.61,false,7,947.0,false,30,0,8,5
2022-04-27,2022-06-10,ATL,OAK,867.11,false,9,2483.0,false,44,5,6,3
2022-10-04,2022-10-09,OAK,MIA,1405.7,false,7,3967.0,false,5,0,10,2
2022-09-14,2022-10-22,PHL,CLT,247.6,false,7,1008.0,false,38,6,10,3
2022-07-24,2022-08-23,MIA,PHL,171.6,false,7,1540.0,false,30,2,8,0
2022-09-21,2022-09-27,ATL,LAX,309.58,false,0,2013.0,false,6,2,9,3
2022-08-01,2022-08-27,DFW,LAX,217.61,false,9,2668.0,true,26,6,8,1
2022-05-26,2022-07-13,CLT,ORD,214.1,true,10,592.0,false,48,3,7,4
2022-08-09,2022-08-11,LAX,SFO,88.6,true,9,339.0,true,2,4,8,2
2022-05-09,2022-05-24,DFW,LAX,401.6,false,7,1807.0,false,15,2,5,1
2022-05-09,2022-05-25,DTW,LAX,328.6,true,2,1985.0,false,16,3,5,1
2022-09-07,2022-09-22,DFW,MIA,305.58,false,0,1289.0,false,15,4,9,3
2022-07-06,2022-08-16,CLT,EWR,232.1,false,3,990.0,false,41,2,8,3
2022-09-10,2022-10-02,JFK,DFW,258.6,true,3,1380.0,false,22,0,10,6
2022-08-28,2022-09-22,LGA,CLT,317.6,false,2,548.0,false,25,4,9,0
2022-07-09,2022-08-31,SFO,LAX,78.6,true,7,339.0,true,53,3,8,6
2022-10-01,2022-11-04,JFK,ORD,537.2,false,9,1168.0,false,34,5,11,6
2022-07-26,2022-08-30,JFK,ORD,101.1,false,7,1137.0,true,35,2,8,2
2022-06-29,2022-08-17,DFW,SFO,405.1,false,7,1555.0,false,49,3,8,3
2022-08-28,2022-09-14,DTW,OAK,807.11,false,1,2110.0,false,17,3,9,0
2022-07-27,2022-08-30,BOS,CLT,358.6,false,7,1454.0,false,34,2,8,3
2022-06-24,2022-08-10,EWR,ORD,102.6,false,9,815.0,true,47,3,8,5
2022-09-14,2022-10-10,LAX,SFO,128.6,true,7,339.0,false,26,1,10,3
2022-06-10,2022-07-22,DFW,LAX,148.59,true,0,1456.0,false,42,5,7,5
2022-07-29,2022-09-24,MIA,DFW,62.59,true,0,1289.0,false,57,6,9,5
2022-07-03,2022-07-31,ORD,SFO,377.6,false,6,1927.0,false,28,0,7,0
2022-05-18,2022-05-26,PHL,DFW,217.58,false,0,1392.0,false,8,4,5,3
2022-05-27,2022-06-20,LGA,DEN,263.6,true,3,1621.0,false,24,1,6,5
2022-07-17,2022-08-22,BOS,ORD,214.6,false,7,1000.0,false,36,1,8,0
2022-07-05,2022-07-13,CLT,PHL,246.1,false,7,1008.0,false,8,3,7,2
2022-07-08,2022-08-04,SFO,JFK,370.1,true,7,2566.0,false,27,4,8,5
2022-05-13,2022-06-02,SFO,MIA,468.6,false,9,2731.0,false,20,4,6,5
2022-07-23,2022-08-16,LAX,SFO,63.6,true,9,339.0,true,24,2,8,6
2022-08-14,2022-09-24,OAK,EWR,309.58,false,0,2881.0,false,41,6,9,0
2022-08-09,2022-08-20,MIA,PHL,360.2,false,2,1263.0,false,11,6,8,2
2022-06-24,2022-08-05,SFO,OAK,461.6,false,9,1187.0,false,42,5,8,5
2022-08-12,2022-09-29,ORD,BOS,125.6,false,9,905.0,true,48,4,9,5
2022-09-10,2022-09-18,BOS,LGA,153.6,true,7,185.0,false,8,0,9,6
2022-06-09,2022-07-21,DEN,PHL,508.6,true,3,1567.0,false,42,4,7,4
2022-06-26,2022-06-29,LAX,DFW,294.6,false,3,1582.0,false,3,3,6,0
2022-06-01,2022-06-08,EWR,PHL,447.19,false,5,1429.0,false,7,3,6,3
2022-07-25,2022-08-01,LAX,ORD,351.6,false,9,1751.0,false,7,1,8,1
2022-09-18,2022-10-15,SFO,LAX,141.59,false,7,1637.0,true,27,6,10,0
2022-06-18,2022-07-01,JFK,SFO,1614.6,true,7,2566.0,false,13,5,7,6
2022-09-26,2022-11-06,DEN,DTW,296.61,true,3,1142.0,false,41,0,11,1
2022-08-28,2022-09-24,DFW,PHL,108.6,false,9,1832.0,true,27,6,9,0
2022-04-23,2022-05-16,SFO,PHL,378.6,true,9,2516.0,false,23,1,5,6
2022-08-10,2022-09-21,LGA,ORD,112.6,false,7,815.0,true,42,3,9,3
2022-09-03,2022-09-08,LGA,BOS,153.6,true,7,185.0,false,5,4,9,6
2022-04-19,2022-05-26,BOS,LGA,168.61,true,9,185.0,false,37,4,5,2
2022-06-20,2022-07-18,SFO,ATL,458.6,true,3,2135.0,false,28,1,7,1
2022-08-02,2022-08-05,MIA,ATL,148.6,true,9,596.0,true,3,5,8,2
2022-05-29,2022-07-14,ORD,DTW,200.6,true,7,240.0,false,46,4,7,0
2022-07-02,2022-08-14,MIA,LAX,772.21,false,6,2539.0,false,43,0,8,6
2022-09-11,2022-10-08,JFK,MIA,143.6,true,7,1104.0,false,27,6,10,0
2022-04-17,2022-05-31,JFK,OAK,516.3,false,9,3464.0,false,44,2,5,0
2022-08-31,2022-09-15,SFO,ATL,407.6,false,3,2193.0,false,15,4,9,3
2022-09-11,2022-10-07,OAK,JFK,551.7,false,7,3917.0,false,26,5,10,0
2022-08-17,2022-09-13,EWR,DEN,208.61,true,3,1621.0,false,27,2,9,3
2022-06-02,2022-06-26,ATL,DEN,423.98,true,4,1207.0,false,24,0,6,4
2022-08-23,2022-10-01,DFW,JFK,215.6,true,7,1380.0,false,39,6,10,2
2022-06-25,2022-07-25,EWR,DEN,367.61,false,7,1948.0,false,30,1,7,6
2022-06-03,2022-07-11,IAD,DEN,437.21,false,5,1842.0,false,38,1,7,5
2022-05-30,2022-06-24,DFW,ATL,279.6,true,7,725.0,false,25,5,6,1
2022-05-30,2022-06-21,LGA,PHL,157.2,false,7,465.0,false,22,2,6,1
2022-04-17,2022-06-15,LGA,BOS,227.2,false,2,1582.0,false,59,3,6,0
2022-05-05,2022-06-17,JFK,MIA,232.6,false,7,1144.0,false,43,5,6,4
2022-04-18,2022-05-14,LAX,ORD,283.6,false,10,2014.0,false,26,6,5,1
2022-07-19,2022-07-25,OAK,DFW,599.1,false,1,1618.0,false,6,1,7,2
2022-04-23,2022-04-29,LGA,DTW,419.6,true,7,485.0,false,6,5,4,6
2022-04-28,2022-06-23,ATL,OAK,334.58,false,0,2412.0,false,56,4,6,4
2022-05-06,2022-05-13,DFW,BOS,247.58,false,0,1565.0,false,7,5,5,5
2022-05-13,2022-06-01,IAD,LGA,446.6,false,9,391.0,false,19,3,6,5
2022-10-02,2022-11-07,JFK,DFW,521.71,false,9,2160.0,false,36,1,11,0
2022-09-14,2022-10-31,OAK,ATL,1081.71,false,7,3175.0,false,47,1,10,3
2022-08-01,2022-08-22,ATL,DFW,278.6,false,9,924.0,false,21,1,8,1
2022-09-19,2022-10-28,CLT,DFW,427.1,false,4,953.0,false,39,5,10,1
2022-07-20,2022-08-03,OAK,BOS,333.6,false,9,2944.0,true,14,3,8,3
2022-07-09,2022-07-17,DEN,PHL,596.6,false,2,2732.0,false,8,0,7,6
2022-05-05,2022-06-11,PHL,CLT,165.61,false,9,952.0,true,37,6,6,4
2022-07-06,2022-08-13,EWR,LAX,424.1,false,7,2671.0,false,38,6,8,3
2022-08-22,2022-09-26,ORD,DFW,201.6,false,7,822.0,true,35,1,9,1
2022-04-22,2022-06-14,MIA,ORD,181.6,false,7,1824.0,false,53,2,6,5
2022-08-01,2022-09-21,DEN,DFW,212.2,false,7,953.0,false,51,3,9,1
2022-05-25,2022-06-27,SFO,BOS,691.59,false,7,2751.0,false,33,1,6,3
2022-07-12,2022-07-17,IAD,DFW,436.6,false,1,1772.0,false,5,0,7,2
2022-05-31,2022-06-21,IAD,BOS,378.1,false,7,1055.0,false,21,2,6,2
2022-09-21,2022-11-01,PHL,MIA,162.6,false,7,1050.0,false,41,2,11,3
2022-07-12,2022-07-16,PHL,DFW,294.6,false,8,1392.0,false,4,6,7,2
2022-05-07,2022-07-05,IAD,LGA,98.6,true,9,221.0,true,59,2,7,6
2022-08-27,2022-10-08,CLT,LAX,416.1,false,7,2171.0,false,42,6,10,6
2022-05-31,2022-06-20,CLT,DEN,667.1,false,9,1647.0,false,20,1,6,2
2022-06-22,2022-07-13,SFO,ORD,416.2,false,7,2092.0,false,21,3,7,3
2022-04-17,2022-05-16,BOS,ATL,218.6,true,7,947.0,false,29,1,5,0
2022-07-07,2022-07-15,CLT,DFW,223.1,false,5,1432.0,false,8,5,7,4
2022-06-16,2022-07-29,MIA,CLT,438.21,false,7,663.0,false,43,5,7,4
2022-06-09,2022-07-14,DTW,LAX,528.6,false,7,2188.0,false,35,4,7,4
2022-06-04,2022-07-27,OAK,IAD,558.6,false,9,2424.0,false,53,3,7,6
2022-06-02,2022-06-15,PHL,SFO,538.19,false,7,2978.0,false,13,3,6,4
2022-09-13,2022-10-19,PHL,LGA,111.6,false,7,465.0,false,36,3,10,2
2022-08-26,2022-10-07,OAK,EWR,481.6,false,7,3069.0,false,42,5,10,5
2022-08-20,2022-08-24,ORD,LAX,361.6,true,9,1745.0,false,4,3,8,6
2022-08-08,2022-08-23,SFO,ORD,390.59,false,9,1933.0,false,15,2,8,1
2022-08-16,2022-09-17,CLT,LGA,80.08,false,0,548.0,false,32,6,9,2
2022-05-29,2022-05-31,ATL,DEN,285.6,true,5,1207.0,false,2,2,5,0
2022-06-22,2022-07-06,PHL,LGA,591.61,false,9,1429.0,false,14,3,7,3
2022-08-11,2022-09-05,DTW,EWR,238.6,true,3,485.0,false,25,1,9,4
2022-07-02,2022-07-05,BOS,JFK,123.61,true,8,185.0,true,3,2,7,6
2022-04-30,2022-06-13,CLT,ORD,186.1,true,7,592.0,false,44,1,6,6
2022-09-11,2022-09-21,ORD,LGA,147.6,false,9,815.0,true,10,3,9,0
2022-06-12,2022-07-28,LGA,IAD,747.1,false,9,1398.0,false,46,4,7,0
2022-05-30,2022-07-05,ORD,EWR,358.6,true,8,720.0,false,36,2,7,1
2022-09-27,2022-10-04,DEN,LGA,137.6,false,7,1694.0,true,7,2,10,2
2022-09-08,2022-09-20,BOS,DFW,367.6,false,3,1976.0,false,12,2,9,4
2022-09-04,2022-09-06,LAX,ATL,361.6,false,7,2345.0,false,2,2,9,0
2022-07-30,2022-08-16,ATL,PHL,247.6,false,3,668.0,false,17,2,8,6
2022-08-28,2022-09-11,SFO,LGA,380.6,false,1,2897.0,false,14,0,9,0
2022-09-25,2022-10-31,PHL,DEN,227.61,false,7,2043.0,false,36,1,10,0
2022-08-22,2022-10-04,PHL,OAK,513.7,false,5,3067.0,false,43,2,10,1
2022-07-03,2022-07-30,ATL,LAX,395.2,false,2,1918.0,false,27,6,7,0
2022-09-14,2022-09-30,MIA,LAX,185.6,false,9,3562.0,true,16,5,9,3
2022-10-05,2022-11-01,LAX,EWR,137.6,true,7,2461.0,false,27,2,11,3
2022-08-28,2022-09-23,LAX,EWR,183.6,true,7,2458.0,false,26,5,9,0
2022-10-01,2022-10-05,ORD,EWR,197.6,false,9,721.0,true,4,3,10,6
2022-05-22,2022-06-03,LAX,DTW,471.6,false,2,2188.0,false,12,5,6,0
2022-09-17,2022-10-16,LAX,ORD,439.58,false,0,1810.0,false,29,0,10,6
2022-07-26,2022-08-23,JFK,MIA,143.6,true,7,1104.0,false,28,2,8,2
2022-09-26,2022-11-04,DTW,JFK,262.2,false,7,975.0,false,39,5,11,1
2022-09-23,2022-11-05,CLT,SFO,194.1,false,9,2588.0,true,43,6,11,5
2022-06-25,2022-07-05,CLT,JFK,207.11,true,7,545.0,false,10,2,7,6
2022-06-20,2022-07-11,ATL,IAD,151.6,true,4,541.0,false,21,1,7,1
2022-05-05,2022-06-20,LAX,ORD,518.59,true,9,1745.0,false,46,1,6,4
2022-04-29,2022-05-15,DFW,ORD,568.6,true,7,799.0,false,16,0,5,5
2022-06-08,2022-07-01,PHL,DFW,478.59,false,9,1392.0,false,23,5,7,3
2022-09-18,2022-09-22,ORD,ATL,215.6,true,7,600.0,false,4,4,9,0
2022-05-21,2022-07-11,DFW,OAK,537.1,false,9,1836.0,false,51,1,7,6
2022-09-03,2022-10-05,DFW,DTW,156.6,false,9,1329.0,true,32,3,10,6
2022-09-01,2022-10-10,ORD,BOS,433.6,true,7,862.0,false,39,1,10,4
2022-07-13,2022-08-29,LGA,DEN,153.6,true,9,1621.0,true,47,1,8,3
2022-05-12,2022-06-27,DEN,LAX,207.6,false,10,960.0,false,46,1,6,4
2022-08-14,2022-08-26,EWR,MIA,226.6,true,7,1104.0,false,12,5,8,0
2022-09-22,2022-10-19,OAK,DTW,418.1,false,6,2635.0,false,27,3,10,4
2022-07-27,2022-08-30,CLT,SFO,161.1,false,9,2588.0,true,34,2,8,3
2022-07-06,2022-07-12,CLT,LGA,191.1,false,7,546.0,false,6,2,7,3
2022-09-23,2022-11-04,ATL,JFK,224.21,false,9,921.0,true,42,5,11,5
2022-09-15,2022-10-01,PHL,DFW,287.6,false,7,1471.0,false,16,6,10,4
2022-09-29,2022-10-15,MIA,DEN,205.6,true,7,1716.0,true,16,6,10,4
2022-09-27,2022-10-07,DFW,LAX,254.58,false,0,1456.0,false,10,5,10,2
2022-05-25,2022-07-20,BOS,EWR,84.6,true,7,185.0,false,56,3,7,3
2022-04-28,2022-06-23,BOS,ORD,168.59,true,9,862.0,true,56,4,6,4
2022-04-21,2022-06-08,LGA,CLT,157.6,false,3,551.0,false,48,3,6,4
2022-05-21,2022-05-22,JFK,MIA,214.6,true,5,1104.0,false,1,0,5,6
2022-09-12,2022-10-01,IAD,LGA,511.61,false,2,1303.0,false,19,6,10,1
2022-07-16,2022-08-07,SFO,DTW,637.21,false,7,2817.0,false,22,0,8,6
2022-05-28,2022-07-08,CLT,SFO,727.1,false,9,2363.0,false,41,5,7,6
2022-09-05,2022-10-04,ATL,LGA,77.6,false,7,762.0,true,29,2,10,1
2022-07-07,2022-08-20,LAX,ORD,194.58,false,0,1810.0,false,44,6,8,4
2022-06-26,2022-07-02,ORD,MIA,161.6,false,4,1688.0,false,6,6,7,0
2022-05-19,2022-05-29,LAX,ATL,326.1,false,7,2349.0,false,10,0,5,4
2022-05-18,2022-05-27,DTW,LAX,208.59,true,0,2233.0,false,9,5,5,3
2022-07-31,2022-09-16,PHL,LGA,478.61,false,7,1693.0,false,47,5,9,0
2022-09-15,2022-10-28,LAX,LGA,389.61,false,7,2573.0,false,43,5,10,4
2022-05-25,2022-06-01,DEN,CLT,212.99,false,4,2016.0,false,7,3,6,3
2022-07-19,2022-08-01,LGA,OAK,806.3,false,1,3115.0,false,13,1,8,2
2022-06-14,2022-06-26,CLT,MIA,180.1,false,7,664.0,false,12,0,6,2
2022-04-21,2022-06-13,DEN,EWR,516.21,false,1,2030.0,false,53,1,6,4
2022-04-25,2022-06-03,BOS,OAK,538.6,false,9,2688.0,false,39,5,6,1
2022-05-18,2022-06-10,JFK,ORD,551.6,false,7,815.0,false,23,5,6,3
2022-08-17,2022-09-16,ORD,LGA,168.61,true,9,720.0,true,30,5,9,3
2022-06-19,2022-06-23,BOS,PHL,228.6,true,2,280.0,false,4,4,6,0
2022-05-12,2022-06-08,CLT,LGA,156.1,false,7,697.0,false,27,3,6,4
2022-06-20,2022-06-28,DTW,LAX,486.6,false,6,2501.0,false,8,2,6,1
2022-05-09,2022-06-20,OAK,DFW,298.58,false,0,2025.0,false,42,1,6,1
2022-05-27,2022-06-15,EWR,DEN,758.6,false,9,1627.0,false,19,3,6,5
2022-08-25,2022-09-08,DEN,MIA,224.6,false,7,2725.0,false,14,4,9,4
2022-06-18,2022-08-07,LAX,BOS,567.1,false,7,2849.0,false,50,0,8,6
2022-04-25,2022-06-22,MIA,LAX,298.6,false,7,2330.0,false,58,3,6,1
2022-08-26,2022-10-08,MIA,DEN,386.6,false,9,1803.0,false,43,6,10,5
2022-06-09,2022-06-12,BOS,DFW,417.6,false,1,1583.0,false,3,0,6,4
2022-05-12,2022-07-06,ORD,CLT,279.6,true,7,592.0,false,55,3,7,4
2022-08-20,2022-09-12,LAX,DEN,227.6,false,7,960.0,false,23,1,9,6
2022-07-31,2022-09-15,ATL,BOS,146.1,false,2,956.0,false,46,4,9,0
2022-07-25,2022-09-16,BOS,MIA,213.6,true,7,1260.0,false,53,5,9,1
2022-05-22,2022-05-30,ATL,PHL,346.11,false,3,677.0,false,8,1,5,0
2022-09-01,2022-09-02,LAX,DEN,244.6,true,9,848.0,false,1,5,9,4
2022-08-01,2022-09-14,LAX,SFO,148.6,true,9,339.0,false,44,3,9,1
2022-09-30,2022-10-07,ORD,IAD,350.1,false,5,919.0,false,7,5,10,5
2022-05-13,2022-05-24,LGA,SFO,522.6,false,7,2883.0,false,11,2,5,5
2022-08-02,2022-08-26,LAX,DEN,246.6,false,2,2215.0,false,24,5,8,2
2022-05-19,2022-05-21,ORD,ATL,200.6,false,10,1788.0,false,2,6,5,4
2022-09-10,2022-10-24,LAX,ATL,338.6,false,1,2836.0,false,44,1,10,6
2022-09-25,2022-10-20,LAX,MIA,461.6,false,7,3562.0,false,25,4,10,0
2022-09-04,2022-09-05,ATL,CLT,408.6,true,9,228.0,false,1,1,9,0
2022-07-08,2022-09-01,ATL,DEN,278.6,true,9,1207.0,false,55,4,9,5
2022-08-12,2022-08-26,BOS,IAD,97.6,false,9,406.0,true,14,5,8,5
2022-06-06,2022-06-20,BOS,DEN,667.6,false,3,2154.0,false,14,1,6,1
2022-04-25,2022-05-11,LGA,DFW,93.6,true,7,1380.0,false,16,3,5,1
2022-05-10,2022-05-12,LGA,BOS,349.61,false,5,1582.0,false,2,4,5,2
2022-08-17,2022-08-29,PHL,DTW,472.1,false,9,1348.0,false,12,1,8,3
2022-05-13,2022-06-09,SFO,CLT,907.1,false,2,2536.0,false,27,4,6,5
2022-09-29,2022-10-06,PHL,OAK,611.07,false,7,3067.0,false,7,4,10,4
2022-07-21,2022-07-30,LAX,DFW,268.6,false,6,1242.0,false,9,6,7,4
2022-09-12,2022-09-13,OAK,MIA,267.6,false,4,2674.0,true,1,2,9,1
2022-04-28,2022-05-19,DFW,JFK,477.61,false,9,1487.0,false,21,4,5,4
2022-07-15,2022-08-06,DEN,LAX,218.6,true,9,848.0,false,22,6,8,5
2022-09-03,2022-09-06,IAD,DTW,184.6,false,1,1145.0,false,3,2,9,6
2022-04-19,2022-05-03,SFO,ORD,341.11,false,4,2598.0,false,14,2,5,2
2022-07-28,2022-08-19,LGA,ORD,117.6,false,1,815.0,false,22,5,8,4
2022-08-16,2022-09-02,IAD,JFK,414.6,false,7,591.0,false,17,5,9,2
2022-05-06,2022-05-18,JFK,LAX,337.6,false,4,2618.0,false,12,3,5,5
2022-09-18,2022-11-04,MIA,BOS,108.6,true,7,1260.0,false,47,5,11,0
2022-06-24,2022-07-19,DEN,JFK,267.6,false,3,1627.0,false,25,2,7,5
2022-05-27,2022-06-03,DFW,CLT,349.58,false,0,1065.0,false,7,5,6,5
2022-08-14,2022-09-05,DEN,CLT,563.6,true,7,1346.0,false,22,1,9,0
2022-05-06,2022-06-07,IAD,SFO,536.6,false,7,2645.0,false,32,2,6,5
2022-08-03,2022-09-15,BOS,MIA,147.6,false,9,1289.0,true,43,4,9,3
2022-09-22,2022-10-12,ORD,LAX,219.6,true,5,1745.0,false,20,3,10,4
2022-09-12,2022-10-08,ATL,DTW,50.59,true,0,840.0,false,26,6,10,1
2022-07-12,2022-07-24,IAD,PHL,521.59,false,9,1208.0,false,12,0,7,2
2022-04-21,2022-06-02,PHL,ORD,274.6,false,4,687.0,false,42,4,6,4
2022-04-22,2022-05-03,ATL,ORD,249.68,false,0,844.0,false,11,2,5,5
2022-10-04,2022-11-15,CLT,EWR,130.1,true,9,538.0,true,42,2,11,2
2022-05-09,2022-05-24,DFW,CLT,264.6,false,1,953.0,false,15,2,5,1
2022-04-18,2022-06-02,EWR,LAX,365.6,false,7,3443.0,false,45,4,6,1
2022-08-11,2022-09-12,DEN,EWR,313.6,true,9,1621.0,false,32,1,9,4
2022-06-02,2022-06-26,SFO,EWR,865.61,false,9,2897.0,false,24,0,6,4
2022-06-16,2022-08-04,LAX,BOS,532.2,false,7,2643.0,false,49,4,8,4
2022-08-31,2022-10-04,DFW,CLT,446.6,false,7,1925.0,false,34,2,10,3
2022-07-27,2022-08-15,IAD,PHL,430.2,false,3,838.0,false,19,1,8,3
2022-09-17,2022-10-01,DEN,JFK,581.6,false,6,1948.0,false,14,6,10,6
2022-09-16,2022-09-18,DEN,SFO,528.6,true,2,954.0,false,2,0,9,5
2022-09-23,2022-10-25,LAX,JFK,253.61,true,3,2458.0,false,32,2,10,5
2022-04-27,2022-06-09,LGA,MIA,203.61,true,7,1104.0,false,43,4,6,3
2022-07-30,2022-08-17,ATL,SFO,211.61,false,7,3645.0,false,18,3,8,6
2022-09-04,2022-10-09,LAX,CLT,528.6,false,2,3003.0,false,35,0,10,0
2022-07-25,2022-09-22,EWR,LAX,267.6,false,7,2465.0,false,59,4,9,1
2022-04-17,2022-05-11,LGA,ATL,197.6,false,9,1320.0,false,24,3,5,0
